,Tweet_ID,Tweet_Text,Emojis
1152,1394037756444254211,"So @elonmusk continues to misunderstand what #Bitcoin is, how it works and most importantly, what makes it so unique &amp; valuable. - as mentioned in my last video, this will reflect poorly on him as a CEO of @Tesla &amp; @SpaceX... $BTC will be fine with or without him... #stacksats https://t.co/IAz8hRzaWG",:wink: :rage: :thumbsup: :stuck_out_tongue_winking_eye: :angry:
1153,1394037588906872838,"I told my gee mc_attraction that Elon most was upto something.  The day wey he go Comot his investment in bitcoin, dogecoin go rise up.  Smart genius.  Dogecoin the new way! https://t.co/J9dZlNUhV6",:wink: :stuck_out_tongue_winking_eye: :sunglasses: :thumbsup: :rage:
1154,1394037450520109058,If anyone was looking for @elonmusk today #Bitcoin https://t.co/Y3pdnOfd2X,:wink: :thumbsup: :smile: :muscle: :clap:
1155,1394037440327798785,Elon: Making it very clear that BTC is garbage   XRP Twitter: https://t.co/UDvBvynqJT,:wink: :thumbsup: :confused: :smile: :joy:
1156,1394037059631738880,Bitcoin mining is centralised in China but Bitcoin pricing is centralised to @elonmusk LOL,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :muscle:
1157,1394036942732292096,Fuck you Elon! You better announce that you’ll accept a more environment friendly coin soon.,:disappointed: :joy: :stuck_out_tongue_winking_eye: :rage: :angry:
1158,1394036756996055041,"The more YOU TALK ABOUT ELON, complain &amp; blame...the more I sink my head into learning new strategies to better my skills.  There are 2 types of people as you know... The WINNERS &amp; The LOSERS. It's a choice! Use your time wisely.",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :angry: :rage:
1159,1394036646207791109,Elon already sold &amp; that’s INSANELY bullish imo  He wouldn’t publicly fud this much while holding billions — that’s antithetical + expensive  He’s out &amp; #bitcoin passed a multi-billion dollar liquidity test as well as intense fud from the most popular man on earth  Up Only,:joy: :wink: :stuck_out_tongue_winking_eye: :smile: :sweat_smile:
1160,1394036642579718145,This attitude is what Elon is complaining about! Hey #Bitcoin you know @petermccormack the guy so toxic that he's the reason @elonmusk is savaging #Bitcoin on twitter right now? Want to see what a good face for #BTC he is? https://t.co/DVgZRlTdTD !  $btc #doge #dogecoin $doge,
1161,1394036590683557889,"I don't know what's more pathetic.  Elon's tweets themselves or whole CT tweeting about those tweets.  Whatever, next week will be green.  Good night 🌚",:wink: :thumbsup: :smile: :stuck_out_tongue_winking_eye: :joy:
1162,1394036382776143873,Crypto needs to decouple from Elon  (unless he's pumping Doge in which case disregard this tweet),:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
1163,1394035917573210121,The Elon dump.,:wink: :smile: :stuck_out_tongue_winking_eye: :thumbsup: :joy:
1164,1394035784039153672,We are now LISTED on Crypto Compare! 🚀🌙 #PEKC  Here is the Link: 🔽🔽 https://t.co/O7dfX70vUM  #NFT #Crypto #Investing #Monshot #next100 #cz_binance #BSC #BSCGem #elon #altcoin https://t.co/bhRXjVjMZx,:wink: :thumbsup: :muscle: :stuck_out_tongue_winking_eye: :sunglasses:
1165,1394035667466850304,"$1.43B and 185,420 traders liquidated in 24h.  Elon 'Bloody hands' Musk. https://t.co/bJfnV4dNlR",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :cry:
1166,1394035460398206976,$BTC Elon Musk suggests Tesla may have dumped bitcoin holdings https://t.co/KfXDZhRnVR,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :rage:
1167,1394035459458732033,@elonmusk @ChainLinkGod @PeterMcCormack I’d like to hear your opinion on XRP.  Where do you stand on whether it is centralized or decentralized?,
1168,1394035429364600833,Giga-brain move - BTC dips after articles are published about Elon FUD'ing it.  Elon announces he bought the dip.  Price bounces right back.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :confused:
1169,1394035156885835781,"We have over 1,100 listeners on #CoinMata Twitter Space tonight.   The conversation is interesting especially with @is_salsu and @OgbeniDipo giving their takes about Elon Musk’s recent tweets.   Join using this link: https://t.co/VdJXEUom54",:thumbsup: :wink: :facepunch: :clap: :sunglasses:
1170,1394034960990834692,"On some real shit, no one man should have that much power. Elon straight up ruining accounts with his tweets.  $doge $btc $tsla",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :facepunch:
1171,1394034840480124932,Elon missed a huge opportunity.  He could have created a Tesla shitcoin that would give mining preference to Tesla vehicle onboard computers and PowerWalls.   Instead he chose to beclown himself with “Dogecoin” and will be costing droolers $billions of “paper” crypto wealth.,:wink: :thumbsup: :confused: :rage: :stuck_out_tongue_winking_eye:
1172,1394034643142389767,@realMeetKevin @elonmusk Inevitably take a hit but recover within a month or so. Doge was stable and rising without a single word from Elon for a while there recently. Community is too strong. No other cryptocurrency has started a family like Dogecoin.,
1173,1394034628495912964,I will be giving 500 USDT to 5 people. Just retweet and be following me. Let’s buy the dip ❤️  #Bitcoin #ETH #BNB #DOGE #ELON #BinanceSmartChain,:thumbsup: :wink: :smile: :blush: :relaxed:
1174,1394034591120363524,Man I really wanna reply to Elon saying “have fun staying poor” but he’s literally the richest man in the world so idk how that would work out for me,:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :smile:
1175,1394034267450130435,what a dumpster fire Elon's involvement in BTC has become 🙃 https://t.co/mwapEDsBU3,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :confused:
1176,1394034258163945481,@elonmusk do another tweet,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
1177,1394034067985862663,FUCK YOU MAN @elonmusk https://t.co/xaGKdT2csp,
1178,1394034029989531650,"Don't worry, Elon will redeem himself by giving the entire world access to the internet/crypto with starlink  This is just an early adopter sale",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :smile:
1179,1394033697876238337,"WHEN THE ECONOMY IS BAD THE FED CAN PRINT AND SAVE YOU. WHO’S GONNA SAVE YOU IN CRYPTO, ELON? TRUST THE FED, IDIOTS",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1180,1394033464433852418,Elon woke up today and chose violence,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1181,1394033414546739204,“Money is an information system for the allocation of labor” profound @elonmusk First Principles quote that changed forever how I look at money form @thirdrowtesla interview https://t.co/FGzzqqa4di,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :rage:
1182,1394033216646959107,Bro it’s on sight @elonmusk,:wink: :joy: :thumbsup: :eyes: :skull:
1183,1394033207587213312,Elon is single-handedly tanking all of Crypto.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :sunglasses:
1184,1394033162792194050,We request Twitter to suspend Elon Musk's account. He is manipulating the crypto market and committing a serious crime. @jack @twitter @elonmusk #kriptopara #Bitcoin,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :rage: :angry:
1185,1394033020945014785,"“Elon Musk should not be relevant!”  Uh, well he is.   Consult the market.",:wink: :rage: :joy: :confused: :angry:
1186,1394032923083526144,Jeff Bezos Elon Musk Bernard Arnault Bill Gates Mark Zuckerberg Warren Buffett Larry Ellison Larry Page  These 8 men control more wealth than the world's 3.6 billion poorest people. That is grotesque.,
1187,1394032510653243396,"I fully agree that @elonmusk is abusing his influence at this point BUT we should all look in the mirror for a second..How much shiba,diba,dog,cat,trash coin do you own? If you own some, then you are equally responsible..",:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :angry:
1188,1394032283800064002,42.6k...  Can btc catch a bid or has Elon gotten the Bogdanoffs on the line?  Max pain in my reality is 37.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
1189,1394032224044036097,"Pomp has bought the bitcoin dip 69,420 times since Elon’s tweet",:thumbsup: :wink: :joy: :stuck_out_tongue_winking_eye: :smile:
1190,1394032189889781760,am I the only person who gets such a shady con-artist vibe from Elon Musk? He literally just made $200 million by ROBBING $230 BILLION worth of hard-working people’s money🤬  TSLA Tesla’s Elon Musk qualifies for $11 billion options payout | Reuters https://t.co/jMC3Yyxuyj,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
1191,1394032186823782407,"@nytimes First Bezos and his dick pic. Now this.  Elon Musk, you might be the only morally upright person left. Don’t disappoint us 😐",
1192,1394032152820559880,Central banks and institutions are working with #Ripple to use #XRP and you are asking @elonmusk to tweet about XRP??? WTF you still don't understand what XRP is!,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1193,1394032111129174017,@elonmusk bought 1750 btc? https://t.co/EpwQMsAW5Z,:joy: :wink: :skull: :clap: :thumbsup:
1194,1394031942824128513,"Has #BTC recovered after Elon Musk’s bombshell? Is Ether on the verge of racing to $5,000? Why is Dogecoin surging once again? Find out in this week’s Hodler’s Digest! https://t.co/KlxWsBeNFo",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :joy:
1195,1394031809650962436,"ELON, LEAVE EARTH PLEASE - GO TO MARS @elonmusk",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smirk: :joy:
1196,1394031809550299138,@elonmusk @itsALLrisky @EmperorBTC @CryptoWhale You ruined the life of a lot of people because of your tweets. You think only about your self. Some day you will be broken like us and you will feel how painful it is. I used to love you until recently but I figured out like most of the people how Elon thinks only about Elon,
1197,1394031683922399234,"We have been informed by @Tesla on Friday, May 14th, that a visit of @elonmusk of Grünheide was expected to happen. As the purpose of this visit is mainly technical in character political meetings with Ministerpräsident #Woidke or myself have not been scheduled. @Stk_Brandenburg",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :sunglasses:
1198,1394031471925542917,I am selling plasma tomorrow to buy this Elon Muskrat dip.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :cry: :smile:
1199,1394031462723301376,Elon was right,:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :smile:
1200,1394031454590488577,"You want to pay for Elon rockets, buy doge.   market's biggest manipulator and official scam 😡❌  #ReportElonMusk https://t.co/3sqrJEWHQo",:stuck_out_tongue_winking_eye: :facepunch: :joy: :rage: :wink:
1201,1394031420822204419,*ELON MUSK DOESN’T DENY THAT TESLA SOLD ALL THEIR #BITCOIN HOLDINGS - TWEET  $TSLA #BTC https://t.co/T9NMPG2AXT,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :angry:
1202,1394031304002387972,A live look at Elon Musk vs #Bitcoin    https://t.co/vH5F4yYzY7,:thumbsup: :wink: :pray: :facepunch: :muscle:
1203,1394031244564959235,#Bitcoin works against @elonmusk interests.  He's a state dependent welfare queen dependent on Fiat money to prop up his irrational businesses.,:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :rage:
1204,1394031179192578050,"@CharmayneBenson @ahmedaam1991 @maxkeiser @mayemusk when has Elon ever showed anyone respect. Calls a guy pedo, tells an analyst he is asking a boring question, tell the SEC to ****, commits fraud by saying ""funding secured 420"".",
1205,1394031170111737857,.@elonmusk as you brought your brilliant ideas to life you probably yourself went through FUD and people taking advantage of fragility of new ideas  The #crypto community is working at building a more inclusive financial system for the world.    We aren't perfect but why FUD us?,
1206,1394031042416156673,The Elon FUD of May 16 2021 could actually create a WallStreetBets $GME type of coming together for those who love crypto.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :joy:
1207,1394030711406014467,Bitcoin helped Tesla turn a profit for the first time in the companies history and now Elon is shitting on it. Huge fucking yikes. Embarrassing.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :rage:
1208,1394030650886287360,"@zackvoell @elonmusk My 2 cents, Musk is showing the world just how weak and laughable the crypto markets are. He can wipe out the market with a tweet. It’s his own little plaything. This is how billionaires view normal people. We are just disposable entertainment.",
1209,1394030265761161223,"Hey @elonmusk ,it ain't working dude 😂 https://t.co/p5ervW1OMG",:joy: :wink: :stuck_out_tongue_winking_eye: :thumbsup: :sweat_smile:
1210,1394030249822892036,"Hi Elon,  Here´s a short message from the entire #crypto community. https://t.co/6k79dTEyia",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1211,1394030011020021761,These people do not understand @elonmusk. I wish you best of luck.. https://t.co/0udUuP71Do,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :rage:
1212,1394029877829976071,@Trevor_Sande @elonmusk I’ll ask him,
1213,1394029832216907779,"POLL Question💥  Although #dogearmy we try and promote peace and kindness in our community WE are under attack!!  Even @elonmusk is getting tired of it! He called a tweet by @PeterMcCormack “OBNOXIOUS” Of course, you know my “ISSUES” with @BarrySilbert   Who is DOGE ENEMY #1",:thumbsup: :wink: :angry: :stuck_out_tongue_winking_eye: :rage:
1214,1394029823350083584,lol if you want to drive a gas car to own elon you’re only owning yourself https://t.co/U6I8go6mqb,:wink: :joy: :stuck_out_tongue_winking_eye: :thumbsup: :clap:
1215,1394029769553973248,"Don't worry, Elon Musk didn't own any Ethereum. We good fam.",:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :smile:
1216,1394029756933410818,"@elonmusk @PeterMcCormack @WhatBitcoinDid @WhitfieldDiffie @reidhoffman @mastersofscale I think while #bitcoin concepts are reasonably accessible at various levels, once you get into the game-theory, security and applied crypto it is just orders of magnitude more complex, counter intuitive than people anticipate. Hence the phrase ""going down the bitcoin rabbit hole""",
1217,1394029704060014596,Elon came to our community to weaken our defenses for the doge invasion  I should of exactly predicted.,
1218,1394029656303570945,@elonmusk @ChainLinkGod @PeterMcCormack Gold is highly decentralized money. Why not use something with intrinsic value?,
1219,1394029645750734855,@whale_alert Hey @elonmusk how's the buying going?,
1220,1394029615052623883,"Group Leader: “Thank you for sharing Raoul. Elon, thank you for coming today. Would you like to share the mean things the people with laser eyes said to you? https://t.co/flFMixYGsW",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :joy: :smile:
1221,1394029600599117828,"Im just getting kind of sick of the ELON talk..  We are making him relevant in the crypto community by posting about him 10× a day. Lets strip him of his crypto influence please!  He's a f*cking engineer who's good at marketing himself, not a King of CT or Genius. Nothing more !!",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
1222,1394029517245763584,Elon Musk and Bitcoin.  How it started. How it's going. https://t.co/I34Gb1CTsr,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1223,1394029449780281344,I honestly thought @ElonMusk would be a great contributor to #Bitcoin when Tesla bought.   It’s not working out that way.  Go ahead with Doge mate.  It would literally be all about you. https://t.co/4J3Ucdz8ML,
1224,1394029402346835968,"Plebs ⚔️, lettuce hands 🥬🙌, Diamond hands and nuts 💎🙌💎🥜, OG's and @stoolpresidente (Oven Mitten hands) prepare for Elon Musk to sell his total stack at Tesla and SpaceX.  #Bitcoin is bigger than this. WE will buy his weak hand up. Just like those that folded before him.",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :rage: :facepunch:
1225,1394029361154740228,"In a recent tweet response, Elon does NOT deny that $TSLA sold all their #bitcoin holdings.  What does this mean? Well, it could mean Tesla did actually sell their Bitcoin. Or, in typical Elon fashion, he could just be trolling the internet once again.   Which do you think?",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1226,1394029143117938691,FIND ME A LAWYER. Imma sue Elon Musk for false rumours and misinforming the masses #bitcoin https://t.co/vVqycpChpF,:wink: :joy: :thumbsup: :stuck_out_tongue_winking_eye: :confused:
1227,1394029131193532423,"Tether is the boogie man, not Elon Musk.",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :clap: :joy:
1228,1394029002831040526,"If you don’t think Elon Musk is a big deal to this market, you are denying the most obvious reflection of that.  Price does not lie.",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
1229,1394028973663862786,Anyone trying to harm $BTC &amp; $CRYPTO has an agenda against the people  I don't trust anyone fudding and harming CRYPTO   Elon how about you start your 1 man mars colony soon?   And fake companies using $Btc for clout please stay away,:thumbsup: :wink: :joy: :stuck_out_tongue_winking_eye: :muscle:
1230,1394028935445352450,Elon bought the dip https://t.co/F6ebw6jga7,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
1231,1394028831099527173,"Forget my charts &amp; send $BTC to $40k-$42k already so we can get it over with.   I’m Tired of Elon tweets and FUD  This market will be higher in two weeks from now. Period  Lastly, who bashes their own company’s holdings?  That’s stupid &amp; irresponsible as a CEO. Seriously 😐",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :confused: :joy:
1232,1394028782068056065,Why elon...,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :joy: :rage:
1233,1394028743736369157,$tsla made a great trade on #bitcoin . They bought low and sold high. You can’t blame Elon (who didn’t even own it himself) for anything. Just because company sold and made money doesn’t hold them responsible for greedy crypto investors not taking profits.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :flushed:
1234,1394028709380722688,"If @elonmusk quits using Dogecoin and/or speaks negatively about $Doge, what do you think would happen?",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1235,1394028700170129410,@elonmusk @PeterMcCormack @PeterMcCormack is heart on sleeve working for #bitcoin  @whatbitcoindid is the biggest audience podcast top names @WhitfieldDiffie etc. Or talk with @reidhoffman podcast @mastersofscale. Also read https://t.co/HUKKdS35XB bitcoin has fascinating bleeding-edge comp sci challenges.,
1236,1394028687704694792,"It's not Elon...  he might be a catalyst but the action was already signaling some churn  #Bitcoin was already showing topping action.  All charts represent human action and human action is always the same, regardless of market. https://t.co/JQJgBY52qZ",:wink: :thumbsup: :smile: :grimacing: :stuck_out_tongue_winking_eye:
1237,1394028361551286272,#BTC Grayscale. The macro look is getting more clear now. I think we are in intermediate wave 4 correction . The ideal 38-50% buy lies in greenbox. Coming weeks will be more choppy until this correction is complete. Also @elonmusk can't change the trend. https://t.co/kYjCPVlgqs,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :eyes: :smile:
1238,1394028279791824903,Peter really replied to elon with “hey man have you ever heard of gold?” https://t.co/m2HB1w501T,:heartbeat: :yellow_heart: :heart: :heart_eyes: :muscle:
1239,1394028236896706565,&gt; checks net worth  i hope grimes cheats on elon with a btc maxi 🤬🤬🤬,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :skull:
1240,1394028127005904901,The quicker you stop being emotional about the Elon sitch the quicker it goes away.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :cry:
1241,1394027893974523914,@DocumentingBTC @lexfridman @elonmusk why is dogecoin not the same then and bitcoiners hating dogecoin so much when it has potential to be digital gold and digital money together?,
1242,1394027878803775488,It looks like @elonmusk woke up on the wrong side of the bed today.... https://t.co/USrieEGnNt,:wink: :thumbsup: :angry: :facepunch: :sunglasses:
1243,1394027837070393345,.@elonmusk Nobody believes you when you’re talking shit about #Bitcoin while sitting on a pile of #Bitcoin,
1244,1394027807592783872,@elonmusk @PeterMcCormack Makes me want to sell my #BTC and buy #DogeCoins,
1245,1394027602847977472,Universal Basic Income predicted by @elonmusk in 2019.  Part of the great reset?  Things that make you go hhhmmm @HamEggsnSam https://t.co/2dItZX1y7X,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :joy:
1246,1394027580416827394,"@lexfridman @elonmusk Lex, #Bitcoin is an opportunity to protect basic human rights, digitally, around the world.  Are human rights not something that deserves fierce defending?  What if #Bitcoin is the only chance we get?",
1247,1394027478390251520,Elon's tweet has made it to mainstream media already. Monday is gonna be fun.  https://t.co/uwd8Nlouyn,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :joy:
1248,1394027309770833922,"Crypto will be fine with or without @elonmusk but $TSLA on the other hand, won't be making as much money selling cars as they were trading $BTC ....",:thumbsup: :wink: :rage: :angry: :stuck_out_tongue_winking_eye:
1249,1394027235661713408,"The final nail in the coffin tonight would be @elonmusk calling @VitalikButerin a pedo guy like that british caver trying to save lives, that would be the true clash of the titans (lawyers) #ETH #BTC @beeple https://t.co/kj4CXQiMii",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :sunglasses: :smile:
1250,1394027160751513603,$tsla may be detached from #bitcoin finally. Now we can get back to focusing on the company’s massive growth and future dominating the EV sector. Bravo @elonmusk. Love this decision.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :smile:
1251,1394026720940941314,Hey @davidmarcus @elonmusk whatever happened to @PayPal galactic? https://t.co/FDDJ5VTNZB,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :sunglasses:
1252,1394026716830470144,Your investment strategy can’t be Elon Musk tweets,
1253,1394026528107687937,Elon Musk and Crypto saga in short 😁 https://t.co/h0M5AjMBhW,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :joy:
1254,1394026486865203202,@Nikhil_18in @CryptoWhale @elonmusk Really? Because the Doge coin millionaires I know are all buying teslas. I find this whole thing comical. You had your chance with Bitcoin. Better so it’s going to fall to 30 or 35 and it won’t take long.,
1255,1394026315204988932,"Good thing all these corporate procedures take time and can be done only during workdays, so Elon can't just dump everything this weekend. Retail front-runners win again, right, guys?",
1256,1394026254886653952,Breaking: Elon Musk suggests $tsla is dumping bitcoin holdings,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1257,1394025931510013953,Elon Musk suggests $tsla is dumping bitcoin holdings @CNBC. I predicted this last week. Right again and very positive for the stock. At least it should be detaching from this crypto craze.  https://t.co/nemik4ec6U,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
1258,1394025703033692171,"@CNBC bc Elon knows $XRP is the best digital currency for payments.  $XRP is literally 1000x better, 3 second fast under a penny cheap transaction with the most use cases, team partnerships, energy efficient, most transparent and more decentralized than #Bitcoin #BTC  #Eth and #Doge. https://t.co/cYMiWAHqH6",
1259,1394025559735345154,@knutsvanholm @elonmusk It’s not a joke to use your influence on social media to persuade normal people to invest in shitcoins. He also is trying to use his influence to manipulate markets. There’s no coming back from this imo. Atleast in the community.,
1260,1394025496673886211,Elon wishes he was as cool as Saylor.   Thats what the doge nonsense is all about.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :confused:
1261,1394025377073438722,Maybe Elon just wants to buy back in lower.,:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :smile:
1262,1394025218159562753,Elon Musk is a puppet.  At first I used to question this...  But it's becoming more and more obvious every day that passes by.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
1263,1394024894216740865,Let’s give thanks on this Sunday to the members of the community who are continuously contributing. @elonmusk @BillyM2k @helladdict69 @michilumin @JRossNicoll @Cocochaneladair @PIashleyyou @davidgokhshtein @Akil4PDX @Luke360 @MyDogeAccount #dogearmy &amp; many more.,:thumbsup: :smile: :kissing_heart: :blush: :purple_heart:
1264,1394024858745376769,"Lol, Bitcoin speculators who previously deified Elon Musk are experiencing anger and a serious loss of faith  For most people, cults do not end well https://t.co/23mlPoEgIW",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :smile:
1265,1394024816206876674,I bought Elon’s meltdown.,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :cry: :joy:
1266,1394024713215676421,So who's going to take his phone away from him?  @elonmusk https://t.co/7avDstnjBt,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :joy:
1267,1394024685818433540,Just sold my $TSLA shares and bought my fiancée this titanium watch instead. At least i will treat my bubby princess right.  That's one less customer for you @elonmusk ! https://t.co/VxaXxB9EaZ,:joy: :wink: :stuck_out_tongue_winking_eye: :thumbsup: :eyes:
1268,1394024647738499074,Elon Musk suggests Tesla is dumping bitcoin https://t.co/jQxzQhkbT8,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1269,1394024611164037120,Peter triggers Elon and now thinks he’s all cool and shit https://t.co/jFu5kHbLFn,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :sunglasses: :joy:
1270,1394024557154013187,Elon’s dun out here. Bought the dip instead #btc https://t.co/yCgrwUpWXu,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :joy:
1271,1394024429861101568,"I have a sneaky suspicion that @elonmusk has been trolling all along and that the joke's on us, guys...",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :rage: :joy:
1272,1394024417106276354,@MMCrypto @elonmusk Bro stop blaming 1 man because the btc dip,
1273,1394024258595168263,THAT‘s @ELONMUSK VS #BITCOIN‘ers! https://t.co/5EXexnFjeB,
1274,1394024244795756546,"Bringing back this awesome tweet from @adam3us. Seems like it was from ages ago. @elonmusk, you’re selling sats cheap to @michael_saylor 💪🤣 https://t.co/xZCRfoENHS",
1275,1394024020304072706,Arrogance and narrow mindedness are the biggest threats to this space.   Not @elonmusk.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
1276,1394024016478932992,Elon called the top,:joy: :wink: :smirk: :eyes: :sweat_smile:
1277,1394023904008626176,On the phone with @McDonalds   Thnx @elonmusk https://t.co/Z0sdtcDCDk,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :yellow_heart: :smile:
1278,1394023770524848128,"Crypto rn is what the .com boom was decades ago — a lot of players vying for surviving this mass power grab.   It’s like a casino w addicts if unchecked.  Hoping to see more energy production move away from coal, oil etc &amp; towards solar/ green energy, responsibly. @elonmusk",:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :angry:
1279,1394023763809812486,"Dear @elonmusk, stop being the biggest and most powerful troll that mankind has ever seen...",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :rage:
1280,1394023639251668992,Bitcoin suffered another immediate sharp drop after Elon Musk did not deny that Tesla has sold or may sell its bitcoin holdings.   @MuyaoShen reports.  https://t.co/XTupOSKTsH,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
1281,1394023374146396165,It is Sango that will catch Elon Musk and his cohorts,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1282,1394023337047756803,Did @elonmusk cause this #Bitcoin dump?,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
1283,1394023226087514119,"Elon Musk single handedly has brought bitcoin down 30% so far. This is not an investment nor a speculation, this is bullshit",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :rage:
1284,1394023025079721991,@elonmusk let's get Twitter on fire 🔥  #XRP https://t.co/xuPWZVP69w https://t.co/Cnpa4fKZBO,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :joy:
1285,1394022895429591050,@business Elon Musk is playing with people’s money. He’s sends DOGE up and down. He said Bitcoin was sustainable and then that it’s not. People loosing money and savings while this guy is manipulating markets for his own gain,
1286,1394022340250542080,"ICYMI: Elon Musk asked his followers on Twitter ‘Do you want Tesla to accept Doge?,’ referring to dogecoin, a digital currency without any real world use, currently going for just 48 cents per digital coin https://t.co/A62zOMSpmX https://t.co/Per41wceVX",:wink: :stuck_out_tongue_winking_eye: :confused: :thumbsup: :angry:
1287,1394022336957984773,"#Bitcoin toxic maximalists. Drove away @rogerkver, @gavinandresen, @elonmusk, me, and how many millions of untold others? You don't save the world by alienating the world. I've personally given #BTC bros millions of free dollars by letting only $BTC guys mint free HEX, up 1200x. https://t.co/EVZbxp0r2J",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1288,1394022300706562050,nft crypto-art foundation invite collector shill community ethereum moon elon musk non fungible token money,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :eyes:
1289,1394022212215005184,"Going live in few hours for 'ETH and Chill' sponsored by @Bybit_Official   We'll go over charts, yell about Elon, discuss trade ideas, cry a little, have a good time, cry a lot.  It'll be great, make sure to tune in!  Aiming for a 3:30pm PST start time.  https://t.co/4PGV71S9fG",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :muscle:
